freq_hz,magnitude
3.176147460937500000e+03,5.546497950752981033e-20
3.186914062500000000e+03,5.434220971856671814e-20
3.197680664062500000e+03,5.325718316040019876e-20
3.208447265625000000e+03,5.219436234094897506e-20
3.219213867187500000e+03,5.115430392651773098e-20
3.229980468750000000e+03,5.013790255820897336e-20
3.240747070312500000e+03,4.914905253019953174e-20
3.251513671875000000e+03,4.817973378290481928e-20
3.262280273437500000e+03,4.723186818530222496e-20
3.273046875000000000e+03,4.630805388803724184e-20
3.283813476562500000e+03,4.540443338728960455e-20
3.294580078125000000e+03,4.451989517127344856e-20
3.305346679687500000e+03,4.365839839509085732e-20
3.316113281250000000e+03,4.281350686094505773e-20
3.326879882812500000e+03,4.198647906547309977e-20
3.337646484375000000e+03,4.118461207171142093e-20
3.348413085937500000e+03,4.039327526573143916e-20
3.359179687500000000e+03,3.962275679884743720e-20
3.369946289062500000e+03,3.886882345437442544e-20
3.380712890625000000e+03,3.813383695684479928e-20
3.391479492187500000e+03,3.740825722500534690e-20
3.402246093750000000e+03,3.670831322328755970e-20
3.413012695312500000e+03,3.601709765029122514e-20
3.423779296875000000e+03,3.533999563205684400e-20
3.434545898437500000e+03,3.468414378521210201e-20
3.445312500000000000e+03,3.403657378269394708e-20
3.456079101562500000e+03,3.340556688435997040e-20
3.466845703125000000e+03,3.278713761784582882e-20
3.477612304687500000e+03,3.218351314448944456e-20
3.488378906250000000e+03,3.159132234399442787e-20
3.499145507812500000e+03,3.101201377679013008e-20
3.509912109375000000e+03,3.044622562926067942e-20
3.520678710937500000e+03,2.989014832815453916e-20
3.531445312500000000e+03,2.934977716762831649e-20
3.542211914062500000e+03,2.881599618466274870e-20
3.552978515625000000e+03,2.829679814028742751e-20
3.563745117187500000e+03,2.778782819793998438e-20
3.574511718750000000e+03,2.728812026673268589e-20
3.585278320312500000e+03,2.680042037872572541e-20
3.596044921875000000e+03,2.632339769502976148e-20
3.606811523437500000e+03,2.585343749687752442e-20
3.617578125000000000e+03,2.539667299054059138e-20
3.628344726562500000e+03,2.494685308781193029e-20
3.639111328125000000e+03,2.450691837198359547e-20
3.649877929687500000e+03,2.407592611495738730e-20
3.660644531250000000e+03,2.365512756468835198e-20
3.671411132812500000e+03,2.324059140735164166e-20
3.682177734375000000e+03,2.283606367615192994e-20
3.692944335937500000e+03,2.243937679777154029e-20
3.703710937500000000e+03,2.205075686969393909e-20
3.714477539062500000e+03,2.166949467596606380e-20
3.725244140625000000e+03,2.129676124050379037e-20
