time_s,freq_hz
1.502058956916099852e+01,8.613281250000000000e+01
1.502340136054421826e+01,8.613281250000000000e+01
1.502621315192743801e+01,8.613281250000000000e+01
1.502902494331065775e+01,1.291992187500000000e+02
1.503183673469387749e+01,1.291992187500000000e+02
1.503464852607709901e+01,1.291992187500000000e+02
1.503746031746031875e+01,1.291992187500000000e+02
1.504027210884353849e+01,1.291992187500000000e+02
1.504308390022675823e+01,1.291992187500000000e+02
1.504589569160997797e+01,1.291992187500000000e+02
1.504870748299319771e+01,8.613281250000000000e+01
1.505151927437641746e+01,2.153320312500000000e+02
1.505433106575963720e+01,2.153320312500000000e+02
1.505714285714285694e+01,1.722656250000000000e+02
1.505995464852607846e+01,1.722656250000000000e+02
1.506276643990929820e+01,1.722656250000000000e+02
1.506557823129251794e+01,1.722656250000000000e+02
1.506839002267573768e+01,1.722656250000000000e+02
1.507120181405895742e+01,1.722656250000000000e+02
1.507401360544217717e+01,2.153320312500000000e+02
1.507682539682539691e+01,2.153320312500000000e+02
1.507963718820861665e+01,8.613281250000000000e+01
1.508244897959183817e+01,1.291992187500000000e+02
1.508526077097505791e+01,1.291992187500000000e+02
1.508807256235827765e+01,1.291992187500000000e+02
1.509088435374149739e+01,1.291992187500000000e+02
1.509369614512471713e+01,1.291992187500000000e+02
1.509650793650793688e+01,1.722656250000000000e+02
1.509931972789115662e+01,1.722656250000000000e+02
1.510213151927437636e+01,2.153320312500000000e+02
1.510494331065759788e+01,1.291992187500000000e+02
1.510775510204081762e+01,1.291992187500000000e+02
1.511056689342403736e+01,2.153320312500000000e+02
1.511337868480725710e+01,2.153320312500000000e+02
1.511619047619047684e+01,2.153320312500000000e+02
1.511900226757369659e+01,8.613281250000000000e+01
1.512181405895691633e+01,8.613281250000000000e+01
